id;type;year;region;;;;;;;
181;conventional;2015;Boise;;;;;;;
182;conventional;2015;Boise;;;;;;;
183;conventional;2015;Boise;;;;;;;
184;conventional;2015;Boise;;;;;;;
185;conventional;2015;Boise;;;;;;;
186;conventional;2015;Boise;;;;;;;
187;conventional;2015;Boise;;;;;;;
188;conventional;2015;Boise;;;;;;;
189;conventional;2015;Boise;;;;;;;
190;conventional;2015;Boise;;;;;;;
191;conventional;2015;Boise;;;;;;;
192;conventional;2015;Boise;;;;;;;
193;conventional;2015;Boise;;;;;;;
194;conventional;2015;Boise;;;;;;;
195;conventional;2015;Boise;;;;;;;
196;conventional;2015;Boise;;;;;;;
197;conventional;2015;Boise;;;;;;;
198;conventional;2015;Boise;;;;;;;
199;conventional;2015;Boise;;;;;;;
200;conventional;2015;Boise;;;;;;;
201;conventional;2015;Boise;;;;;;;
202;conventional;2015;Boise;;;;;;;
203;conventional;2015;Boise;;;;;;;
204;conventional;2015;Boise;;;;;;;
205;conventional;2015;Boise;;;;;;;
206;conventional;2015;Boise;;;;;;;
207;conventional;2015;Boise;;;;;;;
208;conventional;2015;Boise;;;;;;;
209;conventional;2015;Boston;;;;;;;
210;conventional;2015;Boston;;;;;;;
211;conventional;2015;Boston;;;;;;;
212;conventional;2015;Boston;;;;;;;
213;conventional;2015;Boston;;;;;;;
214;conventional;2015;Boston;;;;;;;
215;conventional;2015;Boston;;;;;;;
216;conventional;2015;Boston;;;;;;;
217;conventional;2015;Boston;;;;;;;
218;conventional;2015;Boston;;;;;;;
219;conventional;2015;Boston;;;;;;;
220;conventional;2015;Boston;;;;;;;
221;conventional;2015;Boston;;;;;;;
222;conventional;2015;Boston;;;;;;;
223;conventional;2015;Boston;;;;;;;
224;conventional;2015;Boston;;;;;;;
225;conventional;2015;Boston;;;;;;;
226;conventional;2015;Boston;;;;;;;
227;conventional;2015;Boston;;;;;;;
228;conventional;2015;Boston;;;;;;;
229;conventional;2015;Boston;;;;;;;
230;conventional;2015;Boston;;;;;;;
231;conventional;2015;Boston;;;;;;;
232;conventional;2015;Boston;;;;;;;
233;conventional;2015;Boston;;;;;;;
234;conventional;2015;Boston;;;;;;;
235;conventional;2015;Boston;;;;;;;
236;conventional;2015;Boston;;;;;;;
237;conventional;2015;Boston;;;;;;;
238;conventional;2015;Boston;;;;;;;
239;conventional;2015;Boston;;;;;;;
240;conventional;2015;Boston;;;;;;;
241;conventional;2015;Boston;;;;;;;
242;conventional;2015;Boston;;;;;;;
243;conventional;2015;Boston;;;;;;;
244;conventional;2015;Boston;;;;;;;
245;conventional;2015;Boston;;;;;;;
246;conventional;2015;Boston;;;;;;;
247;conventional;2015;Boston;;;;;;;
248;conventional;2015;Boston;;;;;;;
249;conventional;2015;Boston;;;;;;;
250;conventional;2015;Boston;;;;;;;
251;conventional;2015;Boston;;;;;;;
252;conventional;2015;Boston;;;;;;;
253;conventional;2015;Boston;;;;;;;
254;conventional;2015;Boston;;;;;;;
255;conventional;2015;Boston;;;;;;;
256;conventional;2015;Boston;;;;;;;
257;conventional;2015;Boston;;;;;;;
258;conventional;2015;Boston;;;;;;;
259;conventional;2015;Boston;;;;;;;
260;conventional;2015;Boston;;;;;;;
261;conventional;2015;BuffaloRochester;;;;;;;
262;conventional;2015;BuffaloRochester;;;;;;;
263;conventional;2015;BuffaloRochester;;;;;;;
264;conventional;2015;BuffaloRochester;;;;;;;
265;conventional;2015;BuffaloRochester;;;;;;;
266;conventional;2015;BuffaloRochester;;;;;;;
267;conventional;2015;BuffaloRochester;;;;;;;
268;conventional;2015;BuffaloRochester;;;;;;;
269;conventional;2015;BuffaloRochester;;;;;;;
270;conventional;2015;BuffaloRochester;;;;;;;
271;conventional;2015;BuffaloRochester;;;;;;;
272;conventional;2015;BuffaloRochester;;;;;;;
273;conventional;2015;BuffaloRochester;;;;;;;
274;conventional;2015;BuffaloRochester;;;;;;;
275;conventional;2015;BuffaloRochester;;;;;;;
276;conventional;2015;BuffaloRochester;;;;;;;
277;conventional;2015;BuffaloRochester;;;;;;;
278;conventional;2015;BuffaloRochester;;;;;;;
279;conventional;2015;BuffaloRochester;;;;;;;
280;conventional;2015;BuffaloRochester;;;;;;;
281;conventional;2015;BuffaloRochester;;;;;;;
282;conventional;2015;BuffaloRochester;;;;;;;
283;conventional;2015;BuffaloRochester;;;;;;;
284;conventional;2015;BuffaloRochester;;;;;;;
285;conventional;2015;BuffaloRochester;;;;;;;
286;conventional;2015;BuffaloRochester;;;;;;;
287;conventional;2015;BuffaloRochester;;;;;;;
288;conventional;2015;BuffaloRochester;;;;;;;
289;conventional;2015;BuffaloRochester;;;;;;;
290;conventional;2015;BuffaloRochester;;;;;;;
291;conventional;2015;BuffaloRochester;;;;;;;
292;conventional;2015;BuffaloRochester;;;;;;;
293;conventional;2015;BuffaloRochester;;;;;;;
294;conventional;2015;BuffaloRochester;;;;;;;
295;conventional;2015;BuffaloRochester;;;;;;;
296;conventional;2015;BuffaloRochester;;;;;;;
297;conventional;2015;BuffaloRochester;;;;;;;
298;conventional;2015;BuffaloRochester;;;;;;;
299;conventional;2015;BuffaloRochester;;;;;;;
300;conventional;2015;BuffaloRochester;;;;;;;
301;conventional;2015;BuffaloRochester;;;;;;;
302;conventional;2015;BuffaloRochester;;;;;;;
303;conventional;2015;BuffaloRochester;;;;;;;
304;conventional;2015;BuffaloRochester;;;;;;;
305;conventional;2015;BuffaloRochester;;;;;;;
306;conventional;2015;BuffaloRochester;;;;;;;
307;conventional;2015;BuffaloRochester;;;;;;;
308;conventional;2015;BuffaloRochester;;;;;;;
309;conventional;2015;BuffaloRochester;;;;;;;
310;conventional;2015;BuffaloRochester;;;;;;;
311;conventional;2015;BuffaloRochester;;;;;;;
312;conventional;2015;BuffaloRochester;;;;;;;
313;conventional;2015;California;;;;;;;
314;conventional;2015;California;;;;;;;
315;conventional;2015;California;;;;;;;
316;conventional;2015;California;;;;;;;
317;conventional;2015;California;;;;;;;
318;conventional;2015;California;;;;;;;
319;conventional;2015;California;;;;;;;
320;conventional;2015;California;;;;;;;
321;conventional;2015;California;;;;;;;
322;conventional;2015;California;;;;;;;
323;conventional;2015;California;;;;;;;
324;conventional;2015;California;;;;;;;
325;conventional;2015;California;;;;;;;
326;conventional;2015;California;;;;;;;
327;conventional;2015;California;;;;;;;
328;conventional;2015;California;;;;;;;
329;conventional;2015;California;;;;;;;
330;conventional;2015;California;;;;;;;
331;conventional;2015;California;;;;;;;
332;conventional;2015;California;;;;;;;
333;conventional;2015;California;;;;;;;
334;conventional;2015;California;;;;;;;
335;conventional;2015;California;;;;;;;
336;conventional;2015;California;;;;;;;
337;conventional;2015;California;;;;;;;
338;conventional;2015;California;;;;;;;
339;conventional;2015;California;;;;;;;
340;conventional;2015;California;;;;;;;
341;conventional;2015;California;;;;;;;
342;conventional;2015;California;;;;;;;
343;conventional;2015;California;;;;;;;
344;conventional;2015;California;;;;;;;
345;conventional;2015;California;;;;;;;
346;conventional;2015;California;;;;;;;
347;conventional;2015;California;;;;;;;
348;conventional;2015;California;;;;;;;
349;conventional;2015;California;;;;;;;
350;conventional;2015;California;;;;;;;
351;conventional;2015;California;;;;;;;
352;conventional;2015;California;;;;;;;
353;conventional;2015;California;;;;;;;
354;conventional;2015;California;;;;;;;
355;conventional;2015;California;;;;;;;
356;conventional;2015;California;;;;;;;
357;conventional;2015;California;;;;;;;
358;conventional;2015;California;;;;;;;
359;conventional;2015;California;;;;;;;
360;conventional;2015;California;;;;;;;
361;conventional;2015;California;;;;;;;
362;conventional;2015;California;;;;;;;
363;conventional;2015;California;;;;;;;
364;conventional;2015;California;;;;;;;
365;conventional;2015;Charlotte;;;;;;;
366;conventional;2015;Charlotte;;;;;;;
367;conventional;2015;Charlotte;;;;;;;
368;conventional;2015;Charlotte;;;;;;;
369;conventional;2015;Charlotte;;;;;;;
370;conventional;2015;Charlotte;;;;;;;
371;conventional;2015;Charlotte;;;;;;;
372;conventional;2015;Charlotte;;;;;;;
373;conventional;2015;Charlotte;;;;;;;
374;conventional;2015;Charlotte;;;;;;;
375;conventional;2015;Charlotte;;;;;;;
376;conventional;2015;Charlotte;;;;;;;
377;conventional;2015;Charlotte;;;;;;;
378;conventional;2015;Charlotte;;;;;;;
379;conventional;2015;Charlotte;;;;;;;
380;conventional;2015;Charlotte;;;;;;;
381;conventional;2015;Charlotte;;;;;;;
382;conventional;2015;Charlotte;;;;;;;
383;conventional;2015;Charlotte;;;;;;;
384;conventional;2015;Charlotte;;;;;;;
385;conventional;2015;Charlotte;;;;;;;
386;conventional;2015;Charlotte;;;;;;;
387;conventional;2015;Charlotte;;;;;;;
388;conventional;2015;Charlotte;;;;;;;
389;conventional;2015;Charlotte;;;;;;;
390;conventional;2015;Charlotte;;;;;;;
391;conventional;2015;Charlotte;;;;;;;
392;conventional;2015;Charlotte;;;;;;;
393;conventional;2015;Charlotte;;;;;;;
394;conventional;2015;Charlotte;;;;;;;
395;conventional;2015;Charlotte;;;;;;;
396;conventional;2015;Charlotte;;;;;;;
397;conventional;2015;Charlotte;;;;;;;
398;conventional;2015;Charlotte;;;;;;;
399;conventional;2015;Charlotte;;;;;;;
400;conventional;2015;Charlotte;;;;;;;
401;conventional;2015;Charlotte;;;;;;;
402;conventional;2015;Charlotte;;;;;;;
403;conventional;2015;Charlotte;;;;;;;
404;conventional;2015;Charlotte;;;;;;;
405;conventional;2015;Charlotte;;;;;;;
406;conventional;2015;Charlotte;;;;;;;
407;conventional;2015;Charlotte;;;;;;;
408;conventional;2015;Charlotte;;;;;;;
409;conventional;2015;Charlotte;;;;;;;
410;conventional;2015;Charlotte;;;;;;;
411;conventional;2015;Charlotte;;;;;;;
412;conventional;2015;Charlotte;;;;;;;
413;conventional;2015;Charlotte;;;;;;;
414;conventional;2015;Charlotte;;;;;;;
415;conventional;2015;Charlotte;;;;;;;
416;conventional;2015;Charlotte;;;;;;;
417;conventional;2015;Chicago;;;;;;;
418;conventional;2015;Chicago;;;;;;;
419;conventional;2015;Chicago;;;;;;;
420;conventional;2015;Chicago;;;;;;;
421;conventional;2015;Chicago;;;;;;;
422;conventional;2015;Chicago;;;;;;;
423;conventional;2015;Chicago;;;;;;;
424;conventional;2015;Chicago;;;;;;;
425;conventional;2015;Chicago;;;;;;;
426;conventional;2015;Chicago;;;;;;;
427;conventional;2015;Chicago;;;;;;;
428;conventional;2015;Chicago;;;;;;;
429;conventional;2015;Chicago;;;;;;;
430;conventional;2015;Chicago;;;;;;;
431;conventional;2015;Chicago;;;;;;;
432;conventional;2015;Chicago;;;;;;;
433;conventional;2015;Chicago;;;;;;;
434;conventional;2015;Chicago;;;;;;;
435;conventional;2015;Chicago;;;;;;;
436;conventional;2015;Chicago;;;;;;;
437;conventional;2015;Chicago;;;;;;;
438;conventional;2015;Chicago;;;;;;;
439;conventional;2015;Chicago;;;;;;;
440;conventional;2015;Chicago;;;;;;;
441;conventional;2015;Chicago;;;;;;;
442;conventional;2015;Chicago;;;;;;;
443;conventional;2015;Chicago;;;;;;;
444;conventional;2015;Chicago;;;;;;;
445;conventional;2015;Chicago;;;;;;;
446;conventional;2015;Chicago;;;;;;;
447;conventional;2015;Chicago;;;;;;;
448;conventional;2015;Chicago;;;;;;;
449;conventional;2015;Chicago;;;;;;;
450;conventional;2015;Chicago;;;;;;;
451;conventional;2015;Chicago;;;;;;;
452;conventional;2015;Chicago;;;;;;;
453;conventional;2015;Chicago;;;;;;;
454;conventional;2015;Chicago;;;;;;;
455;conventional;2015;Chicago;;;;;;;
456;conventional;2015;Chicago;;;;;;;
457;conventional;2015;Chicago;;;;;;;
458;conventional;2015;Chicago;;;;;;;
459;conventional;2015;Chicago;;;;;;;
460;conventional;2015;Chicago;;;;;;;
461;conventional;2015;Chicago;;;;;;;
462;conventional;2015;Chicago;;;;;;;
463;conventional;2015;Chicago;;;;;;;
464;conventional;2015;Chicago;;;;;;;
465;conventional;2015;Chicago;;;;;;;
466;conventional;2015;Chicago;;;;;;;
467;conventional;2015;Chicago;;;;;;;
468;conventional;2015;Chicago;;;;;;;
469;conventional;2015;CincinnatiDayton;;;;;;;
470;conventional;2015;CincinnatiDayton;;;;;;;
471;conventional;2015;CincinnatiDayton;;;;;;;
472;conventional;2015;CincinnatiDayton;;;;;;;
473;conventional;2015;CincinnatiDayton;;;;;;;
474;conventional;2015;CincinnatiDayton;;;;;;;
475;conventional;2015;CincinnatiDayton;;;;;;;
476;conventional;2015;CincinnatiDayton;;;;;;;
477;conventional;2015;CincinnatiDayton;;;;;;;
478;conventional;2015;CincinnatiDayton;;;;;;;
479;conventional;2015;CincinnatiDayton;;;;;;;
480;conventional;2015;CincinnatiDayton;;;;;;;
481;conventional;2015;CincinnatiDayton;;;;;;;
482;conventional;2015;CincinnatiDayton;;;;;;;
483;conventional;2015;CincinnatiDayton;;;;;;;
484;conventional;2015;CincinnatiDayton;;;;;;;
485;conventional;2015;CincinnatiDayton;;;;;;;
486;conventional;2015;CincinnatiDayton;;;;;;;
487;conventional;2015;CincinnatiDayton;;;;;;;
488;conventional;2015;CincinnatiDayton;;;;;;;
489;conventional;2015;CincinnatiDayton;;;;;;;
490;conventional;2015;CincinnatiDayton;;;;;;;
491;conventional;2015;CincinnatiDayton;;;;;;;
492;conventional;2015;CincinnatiDayton;;;;;;;
493;conventional;2015;CincinnatiDayton;;;;;;;
494;conventional;2015;CincinnatiDayton;;;;;;;
495;conventional;2015;CincinnatiDayton;;;;;;;
496;conventional;2015;CincinnatiDayton;;;;;;;
497;conventional;2015;CincinnatiDayton;;;;;;;
498;conventional;2015;CincinnatiDayton;;;;;;;
499;conventional;2015;CincinnatiDayton;;;;;;;
500;conventional;2015;CincinnatiDayton;;;;;;;
501;conventional;2015;CincinnatiDayton;;;;;;;
502;conventional;2015;CincinnatiDayton;;;;;;;
503;conventional;2015;CincinnatiDayton;;;;;;;
504;conventional;2015;CincinnatiDayton;;;;;;;
505;conventional;2015;CincinnatiDayton;;;;;;;
506;conventional;2015;CincinnatiDayton;;;;;;;
507;conventional;2015;CincinnatiDayton;;;;;;;
508;conventional;2015;CincinnatiDayton;;;;;;;
509;conventional;2015;CincinnatiDayton;;;;;;;
510;conventional;2015;CincinnatiDayton;;;;;;;
511;conventional;2015;CincinnatiDayton;;;;;;;
512;conventional;2015;CincinnatiDayton;;;;;;;
513;conventional;2015;CincinnatiDayton;;;;;;;
514;conventional;2015;CincinnatiDayton;;;;;;;
515;conventional;2015;CincinnatiDayton;;;;;;;
516;conventional;2015;CincinnatiDayton;;;;;;;
517;conventional;2015;CincinnatiDayton;;;;;;;
518;conventional;2015;CincinnatiDayton;;;;;;;
519;conventional;2015;CincinnatiDayton;;;;;;;
520;conventional;2015;CincinnatiDayton;;;;;;;
521;conventional;2015;Columbus;;;;;;;
522;conventional;2015;Columbus;;;;;;;
523;conventional;2015;Columbus;;;;;;;
524;conventional;2015;Columbus;;;;;;;
525;conventional;2015;Columbus;;;;;;;
526;conventional;2015;Columbus;;;;;;;
527;conventional;2015;Columbus;;;;;;;
528;conventional;2015;Columbus;;;;;;;
529;conventional;2015;Columbus;;;;;;;
530;conventional;2015;Columbus;;;;;;;
531;conventional;2015;Columbus;;;;;;;
532;conventional;2015;Columbus;;;;;;;
533;conventional;2015;Columbus;;;;;;;
534;conventional;2015;Columbus;;;;;;;
535;conventional;2015;Columbus;;;;;;;
536;conventional;2015;Columbus;;;;;;;
537;conventional;2015;Columbus;;;;;;;
538;conventional;2015;Columbus;;;;;;;
539;conventional;2015;Columbus;;;;;;;
540;conventional;2015;Columbus;;;;;;;
541;conventional;2015;Columbus;;;;;;;
542;conventional;2015;Columbus;;;;;;;
543;conventional;2015;Columbus;;;;;;;
544;conventional;2015;Columbus;;;;;;;
545;conventional;2015;Columbus;;;;;;;
546;conventional;2015;Columbus;;;;;;;
547;conventional;2015;Columbus;;;;;;;
548;conventional;2015;Columbus;;;;;;;
549;conventional;2015;Columbus;;;;;;;
550;conventional;2015;Columbus;;;;;;;
551;conventional;2015;Columbus;;;;;;;
552;conventional;2015;Columbus;;;;;;;
553;conventional;2015;Columbus;;;;;;;
554;conventional;2015;Columbus;;;;;;;
555;conventional;2015;Columbus;;;;;;;
556;conventional;2015;Columbus;;;;;;;
557;conventional;2015;Columbus;;;;;;;
558;conventional;2015;Columbus;;;;;;;
559;conventional;2015;Columbus;;;;;;;
560;conventional;2015;Columbus;;;;;;;
561;conventional;2015;Columbus;;;;;;;
562;conventional;2015;Columbus;;;;;;;
563;conventional;2015;Columbus;;;;;;;
564;conventional;2015;Columbus;;;;;;;
565;conventional;2015;Columbus;;;;;;;
566;conventional;2015;Columbus;;;;;;;
567;conventional;2015;Columbus;;;;;;;
568;conventional;2015;Columbus;;;;;;;
569;conventional;2015;Columbus;;;;;;;
570;conventional;2015;Columbus;;;;;;;
571;conventional;2015;Columbus;;;;;;;
572;conventional;2015;Columbus;;;;;;;
573;conventional;2015;DallasFtWorth;;;;;;;
574;conventional;2015;DallasFtWorth;;;;;;;
575;conventional;2015;DallasFtWorth;;;;;;;
576;conventional;2015;DallasFtWorth;;;;;;;
577;conventional;2015;DallasFtWorth;;;;;;;
578;conventional;2015;DallasFtWorth;;;;;;;
579;conventional;2015;DallasFtWorth;;;;;;;
580;conventional;2015;DallasFtWorth;;;;;;;
581;conventional;2015;DallasFtWorth;;;;;;;
582;conventional;2015;DallasFtWorth;;;;;;;
583;conventional;2015;DallasFtWorth;;;;;;;
584;conventional;2015;DallasFtWorth;;;;;;;
585;conventional;2015;DallasFtWorth;;;;;;;
586;conventional;2015;DallasFtWorth;;;;;;;
587;conventional;2015;DallasFtWorth;;;;;;;
588;conventional;2015;DallasFtWorth;;;;;;;
589;conventional;2015;DallasFtWorth;;;;;;;
590;conventional;2015;DallasFtWorth;;;;;;;
591;conventional;2015;DallasFtWorth;;;;;;;
592;conventional;2015;DallasFtWorth;;;;;;;
593;conventional;2015;DallasFtWorth;;;;;;;
594;conventional;2015;DallasFtWorth;;;;;;;
595;conventional;2015;DallasFtWorth;;;;;;;
596;conventional;2015;DallasFtWorth;;;;;;;
597;conventional;2015;DallasFtWorth;;;;;;;
598;conventional;2015;DallasFtWorth;;;;;;;
599;conventional;2015;DallasFtWorth;;;;;;;
600;conventional;2015;DallasFtWorth;;;;;;;
601;conventional;2015;DallasFtWorth;;;;;;;
602;conventional;2015;DallasFtWorth;;;;;;;
603;conventional;2015;DallasFtWorth;;;;;;;
604;conventional;2015;DallasFtWorth;;;;;;;
605;conventional;2015;DallasFtWorth;;;;;;;
606;conventional;2015;DallasFtWorth;;;;;;;
607;conventional;2015;DallasFtWorth;;;;;;;
608;conventional;2015;DallasFtWorth;;;;;;;
609;conventional;2015;DallasFtWorth;;;;;;;
610;conventional;2015;DallasFtWorth;;;;;;;
611;conventional;2015;DallasFtWorth;;;;;;;
612;conventional;2015;DallasFtWorth;;;;;;;
613;conventional;2015;DallasFtWorth;;;;;;;
614;conventional;2015;DallasFtWorth;;;;;;;
615;conventional;2015;DallasFtWorth;;;;;;;
616;conventional;2015;DallasFtWorth;;;;;;;
617;conventional;2015;DallasFtWorth;;;;;;;
618;conventional;2015;DallasFtWorth;;;;;;;
619;conventional;2015;DallasFtWorth;;;;;;;
620;conventional;2015;DallasFtWorth;;;;;;;
621;conventional;2015;DallasFtWorth;;;;;;;
622;conventional;2015;DallasFtWorth;;;;;;;
623;conventional;2015;DallasFtWorth;;;;;;;
624;conventional;2015;DallasFtWorth;;;;;;;
625;conventional;2015;Denver;;;;;;;
626;conventional;2015;Denver;;;;;;;
627;conventional;2015;Denver;;;;;;;
628;conventional;2015;Denver;;;;;;;
629;conventional;2015;Denver;;;;;;;
630;conventional;2015;Denver;;;;;;;
